ENSMUSG00000018574	P50544	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000048826	Q7TN08	SUBUNIT: Can form homodimers and heterodimers with DACT1 or DACT3. Interacts with CSNK1D, PKA catalytic subunit, PKC-type kinase, CSNK2B, DVL1, DVL2, DVL3, VANGL1, VANGL2, TGFBR1, CTNNB1, CTNND2, CTNND1, LEF1, TCF7, TCF7L1 and HDAC1. {ECO:0000269|PubMed:17197390, ECO:0000269|PubMed:21718540}.
ENSMUSG00000044548	Q8R4A3	SUBUNIT: Can form homodimers and heterodimers with DACT2 or DACT3. Interacts with CSNK1D, PKA catalytic subunit, PKC-type kinase, CSNK2A1, CSNK2B, DVL1, DLV2, DVAL3, VANGL1, VANGL2, CTNND1 and HDAC1. Interacts with GSK3B; the interaction is indicative for an association of DACT1 with the beta-catenin destruction complex. Interacts with GSK3A. Interacts with YWHAB; the interaction is enhanced by PKA phosphorylating DACT1 at Ser-769. Interacts with CTNNB1 (By similarity). {ECO:0000250}.
ENSMUSG00000025193	Q9D8X1	SUBUNIT: Homotetramer. {ECO:0000250}.
ENSMUSG00000062127	Q99LJ0	SUBUNIT: May form homomers (By similarity). May interact with MOB4, PPP2R1A, PPP2CB, STK24, STK25, STK26, STRN4, STRIP1 and STRIP2 (By similarity). Interacts with CTTN/cortactin; this interaction may redistribute CTTN to stress fibers. {ECO:0000250, ECO:0000269|PubMed:23015759}.
ENSMUSG00000058427	P10889	SUBUNIT: Homotetramer.
ENSMUSG00000050232	O88410	SUBUNIT: Homomer. Forms heteromers with ACKR4 (By similarity). {ECO:0000250}.
ENSMUSG00000022865	P97792	SUBUNIT: Monomer. May form homodimer. Interacts with LNX, BAIAP1, DLG4, PRKCABP, TJP1 and CTNNB1. Interacts with MPDZ; recruits MPDZ to intercellular contact sites. Interacts with JAML (homodimeric form). {ECO:0000269|PubMed:20813954, ECO:0000269|PubMed:20813955}.
ENSMUSG00000029433	Q9JIQ3	SUBUNIT: Homodimer. Interacts with BIRC2/c-IAP1, BIRC3/c-IAP2, XIAP/BIRC4, BIRC6/bruce and BIRC7/livin. Interacts with the monomeric and dimeric form of BIRC5/survivin (By similarity). Interacts with BEX3. {ECO:0000250, ECO:0000269|PubMed:15178455}.
ENSMUSG00000028684	P70697	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000011179	P00860	SUBUNIT: Monomer. Homodimer. Does not form a heterodimer with AZIN2. {ECO:0000269|PubMed:24967154}.
ENSMUSG00000003534	Q03146	SUBUNIT: Homodimer. Interacts (via PPxY motif) with WWC1 (via WW domains) in a collagen-regulated manner. Forms a tripartite complex with WWC1 and PRKCZ, but predominantly in the absence of collagen. Interacts (tyrosine phosphorylated) with SHC1. Interacts with SRC. Interacts with MYH9. Interacts with CDH1. Interacts with PTPN11. Interacts with NCK2 (By similarity). {ECO:0000250}.
ENSMUSG00000027012	O88487	SUBUNIT: Homodimer (By similarity). The cytoplasmic dynein 1 complex consists of two catalytic heavy chains (HCs) and a number of non-catalytic subunits presented by intermediate chains (ICs), light intermediate chains (LICs) and light chains (LCs); the composition seems to vary in respect to the IC, LIC and LC composition. The heavy chain homodimer serves as a scaffold for the probable homodimeric assembly of the respective non-catalytic subunits. The ICs and LICs bind directly to the HC dimer and the LCs assemble on the IC dimer. Interacts with DYNLT1 and DYNLT3. Interacts with DCNT1 (By similarity). {ECO:0000250}.
ENSMUSG00000035770	Q6PDL0	SUBUNIT: Homodimer (By similarity). The cytoplasmic dynein 1 complex consists of two catalytic heavy chains (HCs) and a number of non-catalytic subunits presented by intermediate chains (ICs), light intermediate chains (LICs) and light chains (LCs); the composition seems to vary in respect to the IC, LIC and LC composition. The heavy chain homodimer serves as a scaffold for the probable homodimeric assembly of the respective non-catalytic subunits. The ICs and LICs bind directly to the HC dimer and the LCs assemble on the IC dimer. Self-associates. Interacts with DYNC1H1; DYNC1LI1 and DYNC1LI2 bind mutually exclusive to DYNC1H1 (By similarity). {ECO:0000250}.
ENSMUSG00000070880	P48318	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000032040	Q9DAR7	SUBUNIT: Homodimer. Associates with components of the exosome multienzyme ribonuclease complex, such as EXOSC3 and EXOSC4. Interacts with NDOR1. {ECO:0000250}.
ENSMUSG00000022303	Q7TNJ0	SUBUNIT: Interacts with CREB3 (By similarity). Monomer. Homodimer. Isoform 1 interacts (via the C-terminus cytoplasmic tail) with OS9 isoform 1 (via the C-terminus tail); the interaction induces DCSTAMP redistribution to the endoplasmic reticulum-Golgi intermediate compartment. Isoform 1 interacts (via the C-terminus cytoplasmic tail) with OS9 isoform 2 (via the C-terminus tail). {ECO:0000250, ECO:0000269|PubMed:18952287}.
ENSMUSG00000061313	Q80Y98	SUBUNIT: Forms homooligomers and, to a much smaller extent, heterooligomers with DDHD1. {ECO:0000250}.
ENSMUSG00000058886	Q9Z1T5	SUBUNIT: Homodimer (By similarity). Isoform 1 and isoform 2 may form a heterodimer. May interact with the corepressors NCOR1 and NCRO2 (By similarity). Identified in a complex with XRCC5 and XRCC6. Interacts (via the SAND domain) with the DNA-PK complex subunit XRCC6; the interaction is direct with XRCC6 and may be inhibited by DNA-binding (By similarity). Interacts with LMO4; LMO4 blocks export from nucleus. Interacts with LMO2 and CLIM2. {ECO:0000250, ECO:0000269|PubMed:22723967, ECO:0000269|PubMed:9860983}.
ENSMUSG00000032435	Q8R1Q8	SUBUNIT: Homodimer (By similarity). The cytoplasmic dynein 1 complex consists of two catalytic heavy chains (HCs) and a number of non-catalytic subunits presented by intermediate chains (ICs), light intermediate chains (LICs) and light chains (LCs); the composition seems to vary in respect to the IC, LIC and LC composition. The heavy chain homodimer serves as a scaffold for the probable homodimeric assembly of the respective non-catalytic subunits. The ICs and LICs bind directly to the HC dimer and the LCs assemble on the IC dimer. Self-associates. Interacts with DYNC1H1; DYNC1LI1 and DYNC1LI2 bind mutually exclusive to DYNC1H1. Interacts with PCNT (By similarity). {ECO:0000250}.
ENSMUSG00000027360	P23738	SUBUNIT: Homodimer.
ENSMUSG00000029366	P43346	SUBUNIT: Homodimer.
ENSMUSG00000059824	Q60925	SUBUNIT: Binds DNA as a homodimer or a heterodimer. Can form a heterodimer with TEF (By similarity). {ECO:0000250}.
ENSMUSG00000028223	Q9CQ62	SUBUNIT: Homotetramer. {ECO:0000250}.
ENSMUSG00000018442	Q8BNI4	SUBUNIT: Forms homo- and heterooligomers with DERL3 and, to a lesser extent, with DERL1. Interacts with SELK, VIMP, VCP and EDEM1. Mediates association between VCP and EDEM1, as well as that between VCP and the degradation substrate. Interacts with the SEL1L/SYVN1 and VCP/VIMP protein complexes. Interacts with OS9. Part of a complex which includes CANX, DERL1, DERL2, DDOST/OST48, RPN1, RPN2, SELK, VIMP, STT3A AND VCP. {ECO:0000269|PubMed:22016385}.
ENSMUSG00000011382	Q9DBB8	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000015806	Q8BVI4	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000078794	Q0PHV7	SUBUNIT: Can form homodimers and heterodimers with DACT1 or DACT3. Interacts with CSNK1D, PKA catalytic subunit, PKC-type kinase, DVL1, DVL2, DVL3, VANGL1, VANGL2 and CTNND1. {ECO:0000269|PubMed:21718540}.
ENSMUSG00000032380	Q8VDF3	SUBUNIT: Homodimer in its autoinhibited state. Active as monomer. Interacts with 14-3-3 proteins YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ and SFN; the interaction requires DAPK2 phosphorylation at Thr-369 and suppresses DAPK2 kinase activity and DAPK2-induced apoptosis. {ECO:0000269|PubMed:21497605, ECO:0000269|PubMed:26047703}.
ENSMUSG00000034974	O54784	SUBUNIT: Homooligomer in its kinase-active form (homotrimers and homodimers are reported); monomeric in its kinase-inactive form. Homodimerization is required for activation segment autophosphorylation (By similarity). Interacts with DAXX, PAWR, ATF4, NLK, TCF7L2, UBE2D1, UBE2D2, UBE2D3, and CDC5L. Interacts with AR; enhanced by AATF. {ECO:0000250|UniProtKB:O43293, ECO:0000269|PubMed:12917339, ECO:0000269|PubMed:16219639, ECO:0000269|PubMed:18515077, ECO:0000269|PubMed:21454679, ECO:0000269|PubMed:9488481}.
ENSMUSG00000021182	Q6VGS5	SUBUNIT: Homooligomer. Interacts with the PDZ domain of DVL1. {ECO:0000269|PubMed:14750955}.
ENSMUSG00000029757	O88485	SUBUNIT: Homodimer (By similarity). The cytoplasmic dynein 1 complex consists of two catalytic heavy chains (HCs) and a number of non-catalytic subunits presented by intermediate chains (ICs), light intermediate chains (LICs) and light chains (LCs); the composition seems to vary in respect to the IC, LIC and LC composition. The heavy chain homodimer serves as a scaffold for the probable homodimeric assembly of the respective non-catalytic subunits. The ICs and LICs bind directly to the HC dimer and the LCs assemble on the IC dimer. Interacts with DYNC1H1. Interacts with DYNLT1 and DYNLT3. Interacts with DCNT1 (By similarity). Interacts with DYNLL2. {ECO:0000250, ECO:0000269|PubMed:11148209}.
ENSMUSG00000026787	P48320	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000042462	Q9QY93	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:17320107, ECO:0000269|Ref.6}.
ENSMUSG00000039450	Q91X52	SUBUNIT: Homotetramer.
ENSMUSG00000020182	O88533	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000054499	Q8QZV0	SUBUNIT: Interacts with CASP8, CASP10 and GTF3C3. Homodimerizes and heterodimerizes with DEDD (By similarity). {ECO:0000250}.
ENSMUSG00000013973	Q9Z1L3	SUBUNIT: Interacts with CASP8, CASP10, KRT8, KRT18, CASP3 and FADD. Homodimerizes and heterodimerizes with DEDD2 (By similarity). {ECO:0000250}.
ENSMUSG00000022472	Q9CQT7	SUBUNIT: Homodimer. {ECO:0000269|PubMed:22370726, ECO:0000269|PubMed:22498933}.
ENSMUSG00000016194	P50172	SUBUNIT: Homodimer. {ECO:0000269|PubMed:15865440}.
ENSMUSG00000010592	Q64368	SUBUNIT: Homodimer and heterodimer. Forms a heterodimer with DAZ. Interacts with BOLL, DAZAP1 and DAZAP2. Interacts with PUM2 (By similarity). Multiple DAZL RRMs can bind to a single RNA containing multiple GUU triplets. {ECO:0000250, ECO:0000269|PubMed:10903443, ECO:0000269|PubMed:22021443}.
ENSMUSG00000074064	Q99J39	SUBUNIT: Homotetramer. Dimer of dimers. The two subunits within a dimer display conformational differences suggesting that at any given moment, only one of the two subunits is competent for malonyl-CoA binding and catalytic activity. Under oxidizing conditions, can form disulfide-linked homotetramers (in vitro). Associates with the peroxisomal targeting signal receptor PEX5 (By similarity). {ECO:0000250}.
ENSMUSG00000054889	E9Q557	SUBUNIT: Homodimer. Interacts with COL17A1 (via cytoplasmic region). Associates (via C-terminal) with KRT5-KRT14 (via rod region), KRT8-KRT18 and VIM intermediate filaments. Interacts with PKP2 (By similarity). Interacts weakly with TMEM65 (PubMed:26403541). {ECO:0000250|UniProtKB:P15924, ECO:0000269|PubMed:26403541}.
ENSMUSG00000027227	Q64442	SUBUNIT: Homotetramer. {ECO:0000250|UniProtKB:P07846}.
ENSMUSG00000022770	Q811D0	SUBUNIT: Homotetramer (Probable). Interacts (via guanylate kinase-like domain) with DLGAP1, DLGAP2, DLGAP3, DLGAP4, and MAP1A (By similarity). Interacts (via guanylate kinase-like domain) with KIF13B (By similarity). May interact with HTR2A (PubMed:14988405). Interacts (via PDZ domains) with GRIA1 (By similarity). Interacts (via PDZ domains) with GRIN2A (By similarity). Interacts (via PDZ domains) with KCND2 and KCND3 (By similarity). Interacts (via PDZ domains) with KCNA1, KCNA2, KCNA3, KCNA4, and ADGRA3 (By similarity). Interacts (via PDZ domains) with ADGRA3 (By similarity). Interacts with KCNF1 (By similarity). Interacts with CAMK2 (By similarity). Interacts with CAMK2 (By similarity). Interacts with cytoskeleton-associated protein EPB41 (By similarity). Interacts with cytoskeleton-associated protein EZR (PubMed:8922391). Found in a complex with KCNA5 and CAV3 (PubMed:15277200). Found in a complex with APC and CTNNB1 (PubMed:8638125). Interacts with CDH1 through binding to PIK3R1 (By similarity). Forms multiprotein complexes with CASK, LIN7A, LIN7B, LIN7C, APBA1, and KCNJ12 (By similarity). Interacts with TOPK (By similarity). Forms a tripartite complex composed of DLG1, MPP7 and LIN7 (LIN7A or LIN7C) (By similarity). May interact with TJAP1 (By similarity). Interacts with PTEN (By similarity). Interacts with LRFN1, LRFN2, LRFN4 and SFPQ (By similarity). Interacts with FRMPD4 (via C-terminus) (By similarity). Interacts (via PDZ domains) with ADGRA2 (via PDZ-binding motif) (PubMed:25558062). {ECO:0000250|UniProtKB:Q12959, ECO:0000250|UniProtKB:Q62696, ECO:0000269|PubMed:14988405, ECO:0000269|PubMed:15277200, ECO:0000269|PubMed:25558062, ECO:0000269|PubMed:8638125, ECO:0000305}.
ENSMUSG00000034467	Q9DAJ5	SUBUNIT: Homodimer (Probable). The cytoplasmic dynein 1 complex consists of two catalytic heavy chains (HCs) and a number of non-catalytic subunits presented by intermediate chains (ICs), light intermediate chains (LICs) and light chains (LCs); the composition seems to vary in respect to the IC, LIC and LC composition. The heavy chain homodimer serves as a scaffold for the probable homodimeric assembly of the respective non-catalytic subunits. The ICs and LICs bind directly to the HC dimer and the LCs assemble on the IC dimer. Interacts with DYNC1I1 and DYNC1I2. Self-associates. Interacts with DYNLRB1 (By similarity). {ECO:0000250, ECO:0000305}.
ENSMUSG00000004393	Q9D0R4	SUBUNIT: May form homooligomeric complexes.
ENSMUSG00000019301	P51656	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000022365	Q99J56	SUBUNIT: Forms homo- and heterooligomers with DERL2 and DERL3; binding to DERL3 is poorer than that between DERL2 and DERL3. Interacts with AMFR, VIMP/SELS, SEL1L, SELKM, SYVN1 and VCP, as well as with SEL1L-SYVN1 and VCP-VIMP protein complexes; this interaction is weaker than that observed between DERL2 and these complexes. Interacts with NGLY1 and YOD1. Does not bind to EDEM1 (By similarity). Interacts with RNF103 (By similarity). Interacts with DNAJB9 (PubMed:22267725). Part of a complex which includes CANX, DERL1, DERL2, DDOST/OST48, RPN1, RPN2, SELK, VIMP, STT3A AND VCP. Interacts with HM13. Interacts with XBP1 (via luminal/ectodomain domain); the interaction obviates the need for ectodomain shedding prior HM13/SPP-mediated XBP1 cleavage (By similarity). {ECO:0000250|UniProtKB:Q9BUN8, ECO:0000269|PubMed:22267725}.
ENSMUSG00000009092	Q9D8K3	SUBUNIT: Forms homo- and heterooligomers with DERL2 and, to a lesser extent, with DERL1. Interacts with VCP, EDEM1, SELK and VIMP/SELS. {ECO:0000269|PubMed:22016385}.
ENSMUSG00000026208	P31001	SUBUNIT: Homopolymer. Interacts with MTM1 (By similarity). Interacts with DST. {ECO:0000250, ECO:0000269|PubMed:10357897}.
ENSMUSG00000106687	Q9EQM6	SUBUNIT: Monomer; in absence of heme. Homodimer; the association with heme promotes its dimerization. Component of the microprocessor complex, or pri-miRNA processing protein complex, which is composed of DROSHA and DGCR8. The microprocessor complex is a heterotrimer; each of the two DROSHA RNase III domains binds one DGCR8 (via C-terminal region). Interacts with ILF3, NCL and DROSHA. {ECO:0000250|UniProtKB:Q8WYQ5}.
ENSMUSG00000022718	Q9EQM6	SUBUNIT: Monomer; in absence of heme. Homodimer; the association with heme promotes its dimerization. Component of the microprocessor complex, or pri-miRNA processing protein complex, which is composed of DROSHA and DGCR8. The microprocessor complex is a heterotrimer; each of the two DROSHA RNase III domains binds one DGCR8 (via C-terminal region). Interacts with ILF3, NCL and DROSHA. {ECO:0000250|UniProtKB:Q8WYQ5}.
ENSMUSG00000021794	P26443	SUBUNIT: Homohexamer.
ENSMUSG00000022210	Q99LB2	SUBUNIT: Homotetramer. {ECO:0000250}.
ENSMUSG00000027068	Q58NB6	SUBUNIT: Homotetramer. {ECO:0000250}.
ENSMUSG00000014773	Q61483	SUBUNIT: Homodimer (PubMed:12794186). Interacts with TJP1 (PubMed:24715457). Interacts with MMP14; inhibits DLL1-induced Notch signaling (PubMed:21572390). Interacts with MAGI1 (via PDZ domain); forms a complex with CTNNB1 and CDH2 and promotes recruitment to the adherens junction and stabilization on the cell surface (PubMed:15908431). Interacts with PSEN1; undergoes a presenilin-dependent gamma-secretase cleavage that releases a Dll1-intracellular form (PubMed:12794186). Interacts with MFAP5 (PubMed:15788413). Interacts with MIB1 (PubMed:21985982). Interacts with NEURL1B; leads to ubiquitination (PubMed:17003037, PubMed:19723503). Interacts with NEURL1 (PubMed:19723503). Interacts with SYNJ2BP; enhances DLL1 protein stability, and promotes Notch signaling in endothelial cells (By similarity). Interacts with MAGI1, MAGI2, MAGI3 and MPDZ (By similarity). Interacts (via ubiquitin) with EPN1 (via IUM domain); binding with NOTCH1 attached to neighboring cell, promotes ligand ubiquitination and EPN1 interaction, leading to NECD transendocytosis and Notch signaling (By similarity). {ECO:0000250|UniProtKB:O00548, ECO:0000250|UniProtKB:P97677, ECO:0000269|PubMed:12794186, ECO:0000269|PubMed:15788413, ECO:0000269|PubMed:15908431, ECO:0000269|PubMed:17003037, ECO:0000269|PubMed:19723503, ECO:0000269|PubMed:21572390, ECO:0000269|PubMed:21985982, ECO:0000269|PubMed:24715457}.
ENSMUSG00000030409	P54265	SUBUNIT: Homodimer; homodimerization stimulates the kinase activity. Interacts with HSPB2; may enhance DMPK kinase activity. Interacts with PLN; phosphorylates PLN. May interact with RAC1; may regulate DMPK kinase activity. Interacts with LMNA; may regulate nuclear envelope stability (By similarity). {ECO:0000250}.
