Ensembl Gene ID	Homology Type	Rat Ensembl Gene ID	Ancestor	dN	dS
ENSMUSG00000049764	ortholog_one2many	ENSRNOG00000049027	Murinae	0.07780	0.52170
ENSMUSG00000049764	ortholog_one2many	ENSRNOG00000047542	Murinae	0.07780	0.52170
ENSMUSG00000087222					
ENSMUSG00000058071	ortholog_one2one	ENSRNOG00000031181	Murinae	0.04040	0.17700
ENSMUSG00000087666	ortholog_many2many	ENSRNOG00000046754	Murinae	0.19700	0.33560
ENSMUSG00000087666	ortholog_many2many	ENSRNOG00000050597	Murinae	0.21040	0.27840
ENSMUSG00000087666	ortholog_many2many	ENSRNOG00000050883	Murinae	0.21370	0.31170
ENSMUSG00000103016					
ENSMUSG00000087527					
ENSMUSG00000072672	ortholog_one2many	ENSRNOG00000025408	Murinae	0.16600	0.29200
ENSMUSG00000082964					
ENSMUSG00000100839					
ENSMUSG00000104017					
ENSMUSG00000033669	ortholog_one2one	ENSRNOG00000050497	Murinae	0.08840	0.35200
ENSMUSG00000086813					
ENSMUSG00000014763	ortholog_one2one	ENSRNOG00000001487	Murinae	0.03910	0.23250
ENSMUSG00000042717	ortholog_one2one	ENSRNOG00000021567	Murinae	0.07130	0.18950
ENSMUSG00000103301					
ENSMUSG00000082264					
ENSMUSG00000102976	ortholog_one2many	ENSRNOG00000002993	Murinae	0.05810	0.20100
ENSMUSG00000102976	ortholog_one2many	ENSRNOG00000030015	Murinae	0.19630	0.32990
ENSMUSG00000082080					
ENSMUSG00000083722					
ENSMUSG00000053819	ortholog_one2one	ENSRNOG00000011589	Murinae	0.01170	0.19390
ENSMUSG00000022435	ortholog_one2one	ENSRNOG00000013593	Murinae	0.02300	0.18870
ENSMUSG00000083139					
ENSMUSG00000050623					
ENSMUSG00000042525	ortholog_one2many	ENSRNOG00000037159	Murinae	0.18410	0.31070
ENSMUSG00000042525	ortholog_one2many	ENSRNOG00000037611	Murinae	0.19190	0.24990
ENSMUSG00000087062					
ENSMUSG00000020634	ortholog_one2one	ENSRNOG00000004950	Murinae	0.02260	0.06700
ENSMUSG00000082294					
ENSMUSG00000018707	ortholog_one2one	ENSRNOG00000006178	Murinae	0.00880	0.27900
ENSMUSG00000022868	ortholog_one2one	ENSRNOG00000038370	Murinae	0.17070	0.37340
ENSMUSG00000092228					
ENSMUSG00000022098	ortholog_one2one	ENSRNOG00000010890	Murinae	0.00360	0.18420
ENSMUSG00000037149	ortholog_one2one	ENSRNOG00000006652	Murinae	0.00500	0.18330
ENSMUSG00000024878	ortholog_one2many	ENSRNOG00000027256	Murinae	0.11320	0.16520
ENSMUSG00000024878	ortholog_one2many	ENSRNOG00000015516	Murinae	0.04530	0.14710
ENSMUSG00000084846					
ENSMUSG00000038607	ortholog_one2one	ENSRNOG00000025040	Murinae	0.00000	0.09940
ENSMUSG00000080987					
ENSMUSG00000060523	ortholog_one2many	ENSRNOG00000012497	Murinae	0.03200	0.15970
ENSMUSG00000033966	ortholog_one2one	ENSRNOG00000040266	Murinae	0.01790	0.24130
ENSMUSG00000020038	ortholog_one2one	ENSRNOG00000006622	Murinae	0.01080	0.26030
ENSMUSG00000081833					
ENSMUSG00000084773					
ENSMUSG00000024013	ortholog_one2one	ENSRNOG00000000528	Murinae	0.02890	0.25710
ENSMUSG00000097342					
ENSMUSG00000050030					
ENSMUSG00000042686	ortholog_one2one	ENSRNOG00000006110	Murinae	0.02180	0.14400
ENSMUSG00000096365					
ENSMUSG00000027177	ortholog_one2one	ENSRNOG00000011358	Murinae	0.01770	0.14370
ENSMUSG00000041084	ortholog_one2one	ENSRNOG00000023322	Murinae	0.00000	0.17890
ENSMUSG00000103342					
ENSMUSG00000040212	ortholog_one2one	ENSRNOG00000021104	Murinae	0.02210	0.28040
ENSMUSG00000071202	ortholog_one2one	ENSRNOG00000022331	Murinae	0.16060	0.16620
ENSMUSG00000006906	ortholog_one2one	ENSRNOG00000012227	Murinae	0.01230	0.19560
ENSMUSG00000021179	ortholog_one2one	ENSRNOG00000004004	Murinae	0.04020	0.24570
ENSMUSG00000020411	ortholog_one2one	ENSRNOG00000006255	Murinae	0.01480	0.18820
ENSMUSG00000052848					
ENSMUSG00000040298	ortholog_one2one	ENSRNOG00000036675	Murinae	0.04850	0.23710
ENSMUSG00000034845	ortholog_one2one	ENSRNOG00000017676	Murinae	0.05580	0.30250
ENSMUSG00000044286	ortholog_one2one	ENSRNOG00000011615	Murinae	0.03110	0.29670
ENSMUSG00000028609	ortholog_one2one	ENSRNOG00000012778	Murinae	0.00000	0.20020
ENSMUSG00000081084					
ENSMUSG00000021484	ortholog_one2one	ENSRNOG00000016161	Murinae	0.03000	0.36030
ENSMUSG00000020213	ortholog_one2one	ENSRNOG00000026634	Murinae	0.18760	0.35560
ENSMUSG00000022131	ortholog_one2one	ENSRNOG00000009766	Murinae	0.03590	0.33590
ENSMUSG00000038803	ortholog_one2one	ENSRNOG00000008605	Murinae	0.00000	0.03900
ENSMUSG00000033998	ortholog_one2one	ENSRNOG00000019937	Murinae	0.00640	0.18560
ENSMUSG00000024502	ortholog_one2one	ENSRNOG00000019159	Murinae	0.02670	0.25240
ENSMUSG00000031832	ortholog_one2one	ENSRNOG00000015632	Murinae	0.06570	0.21540
ENSMUSG00000096664					
ENSMUSG00000050028	ortholog_one2one	ENSRNOG00000008800	Murinae	0.03560	0.16840
ENSMUSG00000021363	ortholog_one2one	ENSRNOG00000015101	Murinae	0.03020	0.19210
ENSMUSG00000069385	ortholog_one2one	ENSRNOG00000039250	Murinae	0.22730	0.14310
ENSMUSG00000013593	ortholog_one2one	ENSRNOG00000038372	Murinae	0.01190	0.21560
ENSMUSG00000095433					
ENSMUSG00000027316	ortholog_one2one	ENSRNOG00000021241	Murinae	0.18920	0.34960
ENSMUSG00000032769	ortholog_one2one	ENSRNOG00000007354	Murinae	0.01640	0.19100
ENSMUSG00000056185	ortholog_one2one	ENSRNOG00000026527	Murinae	0.02060	0.15590
ENSMUSG00000081612					
ENSMUSG00000093776					
ENSMUSG00000073913	ortholog_one2many	ENSRNOG00000049717	Murinae	0.03030	0.19650
ENSMUSG00000073913	ortholog_one2many	ENSRNOG00000049981	Murinae	0.03060	0.19030
ENSMUSG00000008373	ortholog_one2one	ENSRNOG00000013504	Murinae	0.00180	0.17590
ENSMUSG00000086104					
ENSMUSG00000038143	ortholog_one2one	ENSRNOG00000009590	Murinae	0.00540	0.13230
ENSMUSG00000024053	ortholog_one2one	ENSRNOG00000014837	Murinae	0.03720	0.23560
ENSMUSG00000090862	ortholog_one2many	ENSRNOG00000028021	Murinae	0.00000	0.23220
ENSMUSG00000090862	ortholog_one2many	ENSRNOG00000020502	Murinae	0.00000	0.23220
ENSMUSG00000090862	ortholog_one2many	ENSRNOG00000038777	Murinae	0.19370	0.53570
ENSMUSG00000090862	ortholog_one2many	ENSRNOG00000048698	Murinae	0.00960	0.25310
ENSMUSG00000090862	ortholog_one2many	ENSRNOG00000010044	Murinae	0.03920	0.27660
ENSMUSG00000102635					
ENSMUSG00000079007					
ENSMUSG00000054957					
ENSMUSG00000073573					
ENSMUSG00000028089	ortholog_one2one	ENSRNOG00000017669	Murinae	0.04150	0.26050
ENSMUSG00000049130	ortholog_one2one	ENSRNOG00000047800	Murinae	0.12560	0.23950
ENSMUSG00000045989	ortholog_one2one	ENSRNOG00000036713	Murinae	0.23720	0.33260
ENSMUSG00000073295	ortholog_many2many	ENSRNOG00000046053	Murinae	0.00000	0.09780
ENSMUSG00000073295	ortholog_many2many	ENSRNOG00000048573	Murinae	0.00000	0.09780
ENSMUSG00000038064	ortholog_one2one	ENSRNOG00000030889	Murinae	0.03870	0.23460
ENSMUSG00000036099	ortholog_one2one	ENSRNOG00000006514	Murinae	0.04730	0.19390
ENSMUSG00000025209	ortholog_one2one	ENSRNOG00000014935	Murinae	0.01980	0.20190
ENSMUSG00000033952	ortholog_one2one	ENSRNOG00000012318	Murinae	0.07910	0.25670
ENSMUSG00000036295	ortholog_one2one	ENSRNOG00000006368	Murinae	0.02580	0.20020
ENSMUSG00000024992	ortholog_one2one	ENSRNOG00000016593	Murinae	0.02810	0.17140
ENSMUSG00000023336	ortholog_one2one	ENSRNOG00000015904	Murinae	0.03240	0.18560
ENSMUSG00000038070	ortholog_one2many	ENSRNOG00000006721	Murinae	0.14820	0.39120
ENSMUSG00000038070	ortholog_one2many	ENSRNOG00000043151	Murinae	0.06990	0.21450
ENSMUSG00000096289	ortholog_one2many	ENSRNOG00000033369	Murinae	0.05630	0.32230
ENSMUSG00000037738	ortholog_one2one	ENSRNOG00000048769	Murinae	0.08200	0.21970
ENSMUSG00000036528	ortholog_one2one	ENSRNOG00000019667	Murinae	0.01890	0.15220
ENSMUSG00000059049	ortholog_one2one	ENSRNOG00000022309	Murinae	0.05050	0.18140
ENSMUSG00000034450	ortholog_one2one	ENSRNOG00000016648	Murinae	0.02200	0.25150
ENSMUSG00000006058	ortholog_one2one	ENSRNOG00000006500	Murinae	0.00350	0.12590
ENSMUSG00000031991					
ENSMUSG00000101230					
ENSMUSG00000061577	ortholog_one2one	ENSRNOG00000039891	Murinae	0.06480	0.23010
ENSMUSG00000074254					
ENSMUSG00000030474	ortholog_one2one	ENSRNOG00000022640	Murinae	0.11760	0.21540
ENSMUSG00000104249					
ENSMUSG00000026409	ortholog_one2many	ENSRNOG00000004162	Murinae	0.03120	0.22830
ENSMUSG00000102061					
ENSMUSG00000071655	ortholog_one2one	ENSRNOG00000019666	Murinae	0.01320	0.12140
ENSMUSG00000031930	ortholog_one2one	ENSRNOG00000012937	Murinae	0.01190	0.17600
ENSMUSG00000053729					
ENSMUSG00000029253	ortholog_one2one	ENSRNOG00000021776	Murinae	0.17960	0.24110
ENSMUSG00000102290					
ENSMUSG00000042662	ortholog_one2one	ENSRNOG00000008534	Murinae	0.01360	0.16690
ENSMUSG00000025644					
ENSMUSG00000086805					
ENSMUSG00000067513	ortholog_one2many	ENSRNOG00000042023	Murinae	0.06210	0.20020
ENSMUSG00000039633	ortholog_one2one	ENSRNOG00000011349	Murinae	0.03510	0.23720
ENSMUSG00000074123					
ENSMUSG00000017615	ortholog_one2one	ENSRNOG00000009069	Murinae	0.00860	0.24350
ENSMUSG00000086889					
ENSMUSG00000092345					
ENSMUSG00000082855					
ENSMUSG00000101240					
ENSMUSG00000035860	ortholog_one2one	ENSRNOG00000047455	Murinae	0.10560	0.28520
ENSMUSG00000084039					
ENSMUSG00000032094	ortholog_one2one	ENSRNOG00000015994	Murinae	0.11720	0.22850
ENSMUSG00000032867	ortholog_one2one	ENSRNOG00000001126	Murinae	0.02480	0.23950
ENSMUSG00000041133	ortholog_one2one	ENSRNOG00000003139	Murinae	0.03280	0.19700
ENSMUSG00000024027	ortholog_one2one	ENSRNOG00000001152	Eutheria	0.01720	0.30220
ENSMUSG00000029475	ortholog_one2one	ENSRNOG00000025702	Murinae	0.02360	0.21380
ENSMUSG00000055446					
ENSMUSG00000041417	ortholog_one2one	ENSRNOG00000018903	Murinae	0.01210	0.24190
ENSMUSG00000073060					
ENSMUSG00000054526	ortholog_one2one	ENSRNOG00000023530	Murinae	0.02670	0.22650
ENSMUSG00000019254	ortholog_one2one	ENSRNOG00000027959	Murinae	0.01830	0.14870
ENSMUSG00000029072	ortholog_one2one	ENSRNOG00000019589	Murinae	0.03760	0.15100
ENSMUSG00000029345	ortholog_one2one	ENSRNOG00000000663	Murinae	0.00300	0.38030
ENSMUSG00000059586	ortholog_one2one	ENSRNOG00000003964	Murinae	0.01480	0.12550
ENSMUSG00000058900	ortholog_many2many	ENSRNOG00000031576	Murinae	0.15350	0.23030
ENSMUSG00000058900	ortholog_many2many	ENSRNOG00000042308	Murinae	0.16900	0.27500
ENSMUSG00000010097	ortholog_one2one	ENSRNOG00000019069	Murinae	0.04000	0.13940
ENSMUSG00000094121	ortholog_one2many	ENSRNOG00000034290	Murinae	0.07860	0.28540
ENSMUSG00000087522					
ENSMUSG00000071369	ortholog_one2one	ENSRNOG00000031700	Murinae	0.02460	0.28670
ENSMUSG00000082478					
ENSMUSG00000032513	ortholog_one2one	ENSRNOG00000018047	Murinae	0.06430	0.23880
ENSMUSG00000090322					
ENSMUSG00000063428	ortholog_one2one	ENSRNOG00000000582	Murinae	0.04240	0.25600
ENSMUSG00000062314	ortholog_many2many	ENSRNOG00000042397	Murinae	0.07550	0.33770
ENSMUSG00000062314	ortholog_many2many	ENSRNOG00000032117	Murinae	0.04600	0.30380
ENSMUSG00000103887					
ENSMUSG00000027959	ortholog_one2many	ENSRNOG00000015211	Murinae	0.03870	0.18340
ENSMUSG00000027959	ortholog_one2many	ENSRNOG00000046153	Murinae	0.04850	0.19850
ENSMUSG00000000411	ortholog_one2one	ENSRNOG00000008693	Murinae	0.00180	0.08880
ENSMUSG00000085106					
ENSMUSG00000087122					
ENSMUSG00000051037	ortholog_many2many	ENSRNOG00000031576	Murinae	0.11600	0.20780
ENSMUSG00000051037	ortholog_many2many	ENSRNOG00000042308	Murinae	0.13140	0.25740
ENSMUSG00000052605	ortholog_one2one	ENSRNOG00000016829	Murinae	0.05280	0.21570
ENSMUSG00000042938					
ENSMUSG00000042050	ortholog_one2one	ENSRNOG00000004520	Murinae	0.02920	0.20080
ENSMUSG00000039032	ortholog_one2one	ENSRNOG00000011108	Murinae	0.09300	0.19340
ENSMUSG00000081748					
ENSMUSG00000085958					
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000050587	Murinae	0.45610	1.32310
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000048316	Murinae	0.44250	1.52510
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000029050	Murinae	0.43690	1.63610
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000046205	Murinae	0.48470	1.60550
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000049843	Murinae	0.48340	1.33420
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000047272	Murinae	0.45780	1.34290
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000040007	Murinae	0.64620	1.64310
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000047778	Murinae	0.48660	1.55410
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000040020	Murinae	0.45690	1.20730
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000049239	Murinae	0.42190	1.12670
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000049705	Murinae	0.47640	1.59060
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000039141	Murinae	0.41350	0.92980
ENSMUSG00000095371	ortholog_many2many	ENSRNOG00000042048	Murinae	0.51250	1.70820
ENSMUSG00000061637	ortholog_one2many	ENSRNOG00000046233	Murinae	0.08780	0.28130
ENSMUSG00000031491	ortholog_one2one	ENSRNOG00000012283	Murinae	0.02080	0.26510
ENSMUSG00000048455					
ENSMUSG00000001027	ortholog_one2one	ENSRNOG00000012134	Murinae	0.01430	0.28640
ENSMUSG00000027364	ortholog_one2one	ENSRNOG00000011401	Murinae	0.03940	0.20740
ENSMUSG00000070972	ortholog_one2one	ENSRNOG00000015340	Murinae	0.00740	0.26670
ENSMUSG00000063777	ortholog_one2one	ENSRNOG00000048006	Murinae	0.06290	0.25360
ENSMUSG00000085775					
ENSMUSG00000099836					
ENSMUSG00000028959	ortholog_one2one	ENSRNOG00000011667	Murinae	0.01950	0.12380
ENSMUSG00000094879					
ENSMUSG00000066749	ortholog_one2one	ENSRNOG00000051184	Murinae	0.01800	0.19500
ENSMUSG00000082586					
ENSMUSG00000029086	ortholog_one2one	ENSRNOG00000003098	Murinae	0.10930	0.22930
ENSMUSG00000099522					
ENSMUSG00000047033	ortholog_one2one	ENSRNOG00000020054	Murinae	0.04090	0.19370
ENSMUSG00000056829					
ENSMUSG00000087190					
ENSMUSG00000022099	ortholog_one2one	ENSRNOG00000012273	Mammalia	0.02260	0.23530
ENSMUSG00000085938					
ENSMUSG00000071176	ortholog_one2one	ENSRNOG00000012561	Murinae	0.03160	0.28130
ENSMUSG00000059689	ortholog_one2one	ENSRNOG00000023065	Murinae	0.00670	0.31360
ENSMUSG00000003341	ortholog_one2one	ENSRNOG00000024975	Murinae	0.06100	0.30870
ENSMUSG00000086629					
ENSMUSG00000097072					
ENSMUSG00000020544	ortholog_one2many	ENSRNOG00000046318	Murinae	0.03310	0.12190
ENSMUSG00000020544	ortholog_one2many	ENSRNOG00000002458	Murinae	0.00450	0.06840
ENSMUSG00000082543					
ENSMUSG00000087240					
ENSMUSG00000029238	ortholog_one2one	ENSRNOG00000002175	Murinae	0.01500	0.16030
ENSMUSG00000081700					
ENSMUSG00000036923	ortholog_one2one	ENSRNOG00000023712	Murinae	0.12340	0.25150
ENSMUSG00000082519					
ENSMUSG00000020782	ortholog_one2one	ENSRNOG00000004834	Murinae	0.02410	0.30740
ENSMUSG00000026012	ortholog_one2one	ENSRNOG00000010283	Murinae	0.03510	0.25660
ENSMUSG00000020846	ortholog_one2one	ENSRNOG00000006674	Murinae	0.02320	0.23390
ENSMUSG00000071047	ortholog_one2one	ENSRNOG00000039725	Murinae	0.03770	0.19320
ENSMUSG00000027589	ortholog_one2one	ENSRNOG00000017404	Murinae	0.00390	0.13760
ENSMUSG00000030435	ortholog_one2one	ENSRNOG00000015914	Murinae	0.00000	0.12650
ENSMUSG00000069125					
ENSMUSG00000053656					
ENSMUSG00000070568	ortholog_one2one	ENSRNOG00000037219	Murinae	0.13300	0.27100
ENSMUSG00000039377	ortholog_one2one	ENSRNOG00000002309	Murinae	0.01780	0.14250
ENSMUSG00000091043	ortholog_one2one	ENSRNOG00000050990	Murinae	0.03730	0.14570
ENSMUSG00000104282					
ENSMUSG00000083515					
ENSMUSG00000103458	ortholog_one2many	ENSRNOG00000047174	Murinae	0.02630	0.20910
ENSMUSG00000089653					
ENSMUSG00000091636					
ENSMUSG00000082670					
ENSMUSG00000070799	ortholog_many2many	ENSRNOG00000017721	Murinae	0.22510	0.35380
ENSMUSG00000070799	ortholog_many2many	ENSRNOG00000038101	Murinae	0.19660	0.33150
ENSMUSG00000086207					
ENSMUSG00000102158					
ENSMUSG00000005374	ortholog_one2one	ENSRNOG00000046252	Murinae	0.00700	0.21900
ENSMUSG00000022431	ortholog_one2one	ENSRNOG00000033502	Murinae	0.09380	0.19860
ENSMUSG00000081523					
ENSMUSG00000070891					
ENSMUSG00000025373	ortholog_one2one	ENSRNOG00000023456	Murinae	0.00290	0.22060
ENSMUSG00000031636	ortholog_one2one	ENSRNOG00000012658	Mammalia	0.11590	0.43220
ENSMUSG00000016308	ortholog_one2one	ENSRNOG00000039985	Euteleostomi	0.00000	0.13630
ENSMUSG00000054733	ortholog_one2one	ENSRNOG00000012440	Murinae	0.03650	0.24890
ENSMUSG00000054387	ortholog_one2one	ENSRNOG00000009696	Murinae	0.02220	0.16250
ENSMUSG00000007721	ortholog_one2one	ENSRNOG00000018932	Murinae	0.00190	0.30670
ENSMUSG00000083973					
ENSMUSG00000038628	ortholog_one2one	ENSRNOG00000017843	Murinae	0.00000	0.25000
ENSMUSG00000078650	ortholog_one2one	ENSRNOG00000051171	Murinae	0.02800	0.24550
ENSMUSG00000090881					
ENSMUSG00000083036					
ENSMUSG00000083397					
ENSMUSG00000019467	ortholog_one2one	ENSRNOG00000005034	Murinae	0.02550	0.16080
ENSMUSG00000084991					
ENSMUSG00000069227					
ENSMUSG00000054640	ortholog_one2one	ENSRNOG00000008479	Murinae	0.01240	0.19360
ENSMUSG00000013033	ortholog_one2one	ENSRNOG00000029134	Murinae	0.00150	0.20460
ENSMUSG00000034795	ortholog_one2one	ENSRNOG00000042404	Murinae	0.06720	0.19080
ENSMUSG00000100777					
ENSMUSG00000030313	ortholog_one2one	ENSRNOG00000049378	Vertebrata	0.03290	0.22770
ENSMUSG00000020621	ortholog_one2one	ENSRNOG00000039551	Murinae	0.02110	0.17230
ENSMUSG00000098505					
ENSMUSG00000055872					
ENSMUSG00000101031	ortholog_one2one	ENSRNOG00000026387	Murinae	0.17250	0.16660
ENSMUSG00000024610	ortholog_one2one	ENSRNOG00000018735	Murinae	0.06240	0.23170
ENSMUSG00000021066	ortholog_one2one	ENSRNOG00000005063	Murinae	0.00670	0.23730
ENSMUSG00000058295					
ENSMUSG00000062202	ortholog_one2one	ENSRNOG00000000540	Murinae	0.00690	0.18460
ENSMUSG00000016942	ortholog_one2one	ENSRNOG00000000184	Murinae	0.02600	0.24320
ENSMUSG00000055202					
ENSMUSG00000097965					
ENSMUSG00000047757	ortholog_one2one	ENSRNOG00000003346	Murinae	0.08460	0.17460
ENSMUSG00000103704					
ENSMUSG00000051952	ortholog_one2one	ENSRNOG00000017868	Murinae	0.02150	0.15900
ENSMUSG00000060090	ortholog_one2one	ENSRNOG00000025428	Murinae	0.03300	0.18070
ENSMUSG00000039492	ortholog_one2one	ENSRNOG00000031732	Murinae	0.10500	0.45590
ENSMUSG00000059041					
ENSMUSG00000067998	ortholog_one2many	ENSRNOG00000015637	Murinae	0.20110	0.18370
ENSMUSG00000073158	ortholog_one2many	ENSRNOG00000047922	Murinae	0.15300	0.21280
ENSMUSG00000076498	ortholog_one2one	ENSRNOG00000014312	Murinae	0.04770	0.13330
ENSMUSG00000080807					
ENSMUSG00000022456	ortholog_one2one	ENSRNOG00000007686	Murinae	0.01280	0.26410
ENSMUSG00000083791					
ENSMUSG00000034997	ortholog_one2one	ENSRNOG00000010063	Murinae	0.01300	0.12300
ENSMUSG00000070699	ortholog_one2one	ENSRNOG00000019962	Murinae	0.01520	0.16070
ENSMUSG00000038774	ortholog_one2one	ENSRNOG00000037604	Eutheria	0.02230	0.17300
ENSMUSG00000070639	ortholog_one2one	ENSRNOG00000002129	Murinae	0.01090	0.27500
ENSMUSG00000094296					
ENSMUSG00000032011	ortholog_one2one	ENSRNOG00000006604	Murinae	0.10000	0.21010
ENSMUSG00000021441	ortholog_one2one	ENSRNOG00000017888	Murinae	0.09340	0.16740
ENSMUSG00000033825	ortholog_one2one	ENSRNOG00000018611	Murinae	0.06410	0.21640
ENSMUSG00000021027	ortholog_one2one	ENSRNOG00000046256	Murinae	0.00990	0.18320
ENSMUSG00000025056	ortholog_one2one	ENSRNOG00000003765	Murinae	0.03410	0.16480
ENSMUSG00000045569	ortholog_one2one	ENSRNOG00000016681	Murinae	0.01890	0.18560
ENSMUSG00000061244	ortholog_one2one	ENSRNOG00000013804	Murinae	0.00440	0.17060
ENSMUSG00000037031	ortholog_one2one	ENSRNOG00000046204	Theria	0.08510	0.39210
ENSMUSG00000031233	ortholog_one2one	ENSRNOG00000013600	Murinae	0.04750	0.19750
ENSMUSG00000101700					
ENSMUSG00000101197					
ENSMUSG00000063810	ortholog_one2one	ENSRNOG00000022343	Murinae	0.09830	0.14790
ENSMUSG00000100224	ortholog_one2many	ENSRNOG00000046126	Murinae	0.03360	0.18000
ENSMUSG00000015443	ortholog_one2many	ENSRNOG00000029860	Murinae	0.11290	0.21580
ENSMUSG00000015443	ortholog_one2many	ENSRNOG00000048542	Murinae	0.16950	0.29250
ENSMUSG00000015443	ortholog_one2many	ENSRNOG00000028810	Murinae	0.16450	0.27760
ENSMUSG00000070777	ortholog_one2one	ENSRNOG00000019260	Murinae	0.12220	0.20400
ENSMUSG00000021140	ortholog_one2one	ENSRNOG00000007459	Murinae	0.01460	0.20350
ENSMUSG00000061331					
ENSMUSG00000048810					
ENSMUSG00000038071					
ENSMUSG00000096695	ortholog_one2many	ENSRNOG00000050062	Murinae	0.04870	0.26310
ENSMUSG00000096695	ortholog_one2many	ENSRNOG00000029104	Murinae	0.04200	0.15070
ENSMUSG00000036461	ortholog_one2one	ENSRNOG00000011762	Murinae	0.04850	0.25570
ENSMUSG00000100574					
ENSMUSG00000026922	ortholog_one2one	ENSRNOG00000019466	Murinae	0.01320	0.17170
ENSMUSG00000058400	ortholog_one2one	ENSRNOG00000014414	Murinae	0.02090	0.21200
ENSMUSG00000060469					
ENSMUSG00000049687	ortholog_one2one	ENSRNOG00000042522	Murinae	0.02660	0.16430
ENSMUSG00000030533	ortholog_one2one	ENSRNOG00000012357	Murinae	0.00870	0.24170
ENSMUSG00000034917	ortholog_one2one	ENSRNOG00000020501	Murinae	0.02850	0.26090
ENSMUSG00000051113	ortholog_one2one	ENSRNOG00000031739	Murinae	0.16020	0.46420
ENSMUSG00000084218					
ENSMUSG00000022013	ortholog_one2one	ENSRNOG00000009063	Murinae	0.00950	0.09550
ENSMUSG00000084967					
ENSMUSG00000095917	ortholog_one2many	ENSRNOG00000045601	Murinae	0.04590	0.20450
ENSMUSG00000079065	ortholog_one2one	ENSRNOG00000042340	Murinae	0.01310	0.15720
ENSMUSG00000046139	ortholog_one2one	ENSRNOG00000021052	Murinae	0.01380	0.12470
ENSMUSG00000094422	ortholog_one2one	ENSRNOG00000050245	Murinae	0.02730	0.21670
ENSMUSG00000022491	ortholog_one2one	ENSRNOG00000036826	Murinae	0.15970	0.14560
ENSMUSG00000046245	ortholog_one2many	ENSRNOG00000050059	Murinae	0.22100	0.45340
ENSMUSG00000046245	ortholog_one2many	ENSRNOG00000033017	Murinae	0.22630	0.29920
ENSMUSG00000045871	ortholog_one2one	ENSRNOG00000022337	Murinae	0.02570	0.30790
ENSMUSG00000022246	ortholog_one2one	ENSRNOG00000028872	Murinae	0.05780	0.24610
ENSMUSG00000048478	ortholog_one2one	ENSRNOG00000038239	Murinae	0.11180	0.28270
ENSMUSG00000033430	ortholog_one2one	ENSRNOG00000010712	Murinae	0.01980	0.26900
ENSMUSG00000027667	ortholog_one2one	ENSRNOG00000043053	Murinae	0.02230	0.23140
ENSMUSG00000052012	ortholog_one2one	ENSRNOG00000003347	Murinae	0.02930	0.22070
