Mouse_gene_Ensembl_id	Zebrafish_ortholog_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000033931	ENSDARG00000022728	ENSGT00390000011249
ENSMUSG00000035024	ENSDARG00000034773	ENSGT00390000011258
ENSMUSG00000026611	ENSDARG00000054414	ENSGT00390000011270
ENSMUSG00000003549	ENSDARG00000031680	ENSGT00390000011275
ENSMUSG00000027412	ENSDARG00000015563	ENSGT00390000011286
ENSMUSG00000028995	ENSDARG00000026762	ENSGT00390000011295
ENSMUSG00000029993	ENSDARG00000068125	ENSGT00390000011296
ENSMUSG00000032342	ENSDARG00000055679	ENSGT00390000011297
ENSMUSG00000025574	ENSDARG00000086561	ENSGT00390000011309
ENSMUSG00000021771	ENSDARG00000013623	ENSGT00390000011336
ENSMUSG00000020402	ENSDARG00000045132	ENSGT00390000011336
ENSMUSG00000030982	ENSDARG00000020041	ENSGT00390000011343
ENSMUSG00000042197	ENSDARG00000076939	ENSGT00390000011354
ENSMUSG00000033174	ENSDARG00000036820	ENSGT00390000011364
ENSMUSG00000018583	ENSDARG00000017741	ENSGT00390000011365
ENSMUSG00000037720	ENSDARG00000041332	ENSGT00390000011368
ENSMUSG00000039244	ENSDARG00000037652	ENSGT00390000011370
ENSMUSG00000040044	ENSDARG00000008805	ENSGT00390000011376
ENSMUSG00000025470	ENSDARG00000000760	ENSGT00390000011381
ENSMUSG00000041935	ENSDARG00000054777	ENSGT00390000011383
ENSMUSG00000052395	ENSDARG00000060398	ENSGT00390000011390
ENSMUSG00000072258	ENSDARG00000052471	ENSGT00390000011405
ENSMUSG00000028158	ENSDARG00000008637	ENSGT00390000011412
ENSMUSG00000031781	ENSDARG00000045733	ENSGT00390000011417
ENSMUSG00000032123	ENSDARG00000061061	ENSGT00390000011424
ENSMUSG00000021932	ENSDARG00000005128	ENSGT00390000011439
ENSMUSG00000019880	ENSDARG00000070081	ENSGT00390000011447
ENSMUSG00000028871	ENSDARG00000039957	ENSGT00390000011447
ENSMUSG00000051920	ENSDARG00000079570	ENSGT00390000011447
ENSMUSG00000032852	ENSDARG00000038593	ENSGT00390000011447
ENSMUSG00000025395	ENSDARG00000040163	ENSGT00390000011466
ENSMUSG00000040331	ENSDARG00000024311	ENSGT00390000011476
ENSMUSG00000039515	ENSDARG00000031985	ENSGT00390000011500
ENSMUSG00000007030	ENSDARG00000061462	ENSGT00390000011517
ENSMUSG00000039509	ENSDARG00000010078	ENSGT00390000011529
ENSMUSG00000091055	ENSDARG00000032743	ENSGT00390000011536
ENSMUSG00000024645	ENSDARG00000071594	ENSGT00390000011552
ENSMUSG00000020898	ENSDARG00000070119	ENSGT00390000011553
ENSMUSG00000045917	ENSDARG00000087611	ENSGT00390000011559
ENSMUSG00000011179	ENSDARG00000007377	ENSGT00390000011560
ENSMUSG00000031647	ENSDARG00000062752	ENSGT00390000011576
ENSMUSG00000021072	ENSDARG00000019487	ENSGT00390000011580
ENSMUSG00000017858	ENSDARG00000045025	ENSGT00390000011581
ENSMUSG00000028801	ENSDARG00000059171	ENSGT00390000011598
ENSMUSG00000044055	ENSDARG00000088268	ENSGT00390000011600
ENSMUSG00000064360	ENSDARG00000063914	ENSGT00390000011605
ENSMUSG00000074704	ENSDARG00000022493	ENSGT00390000011606
ENSMUSG00000030532	ENSDARG00000020473	ENSGT00390000011608
ENSMUSG00000027199	ENSDARG00000036239	ENSGT00390000011613
ENSMUSG00000040525	ENSDARG00000078217	ENSGT00390000011617
ENSMUSG00000034342	ENSDARG00000009958	ENSGT00390000011617
ENSMUSG00000019659	ENSDARG00000023003	ENSGT00390000011619
ENSMUSG00000054321	ENSDARG00000075732	ENSGT00390000011620
ENSMUSG00000058833	ENSDARG00000073867	ENSGT00390000011631
ENSMUSG00000071657	ENSDARG00000037008	ENSGT00390000011639
ENSMUSG00000026563	ENSDARG00000088857	ENSGT00390000011644
ENSMUSG00000058388	ENSDARG00000057708	ENSGT00390000011648
ENSMUSG00000036223	ENSDARG00000039354	ENSGT00390000011654
ENSMUSG00000058594	ENSDARG00000062983	ENSGT00390000011669
ENSMUSG00000028295	ENSDARG00000071040	ENSGT00390000011674
ENSMUSG00000060224	ENSDARG00000014101	ENSGT00390000011684
ENSMUSG00000027775	ENSDARG00000076444	ENSGT00390000011700
ENSMUSG00000011254	ENSDARG00000038360	ENSGT00390000011705
ENSMUSG00000022018	ENSDARG00000035810	ENSGT00390000011709
ENSMUSG00000079658	ENSDARG00000045359	ENSGT00390000011717
ENSMUSG00000037461	ENSDARG00000019300	ENSGT00390000011724
ENSMUSG00000075700	ENSDARG00000058354	ENSGT00390000011725
ENSMUSG00000031816	ENSDARG00000062042	ENSGT00390000011730
ENSMUSG00000054836	ENSDARG00000060445	ENSGT00390000011734
ENSMUSG00000019362	ENSDARG00000059816	ENSGT00390000011740
ENSMUSG00000022338	ENSDARG00000070046	ENSGT00390000011748
ENSMUSG00000031585	ENSDARG00000012672	ENSGT00390000011749
ENSMUSG00000045751	ENSDARG00000074691	ENSGT00390000011769
ENSMUSG00000040412	ENSDARG00000042899	ENSGT00390000011781
ENSMUSG00000071451	ENSDARG00000090191	ENSGT00390000011804
ENSMUSG00000031935	ENSDARG00000006345	ENSGT00390000011810
ENSMUSG00000001419	ENSDARG00000040237	ENSGT00390000011828
ENSMUSG00000041731	ENSDARG00000060745	ENSGT00390000011831
ENSMUSG00000045752	ENSDARG00000036144	ENSGT00390000011846
ENSMUSG00000037526	ENSDARG00000002670	ENSGT00390000011854
ENSMUSG00000026519	ENSDARG00000031956	ENSGT00390000011855
ENSMUSG00000020780	ENSDARG00000020820	ENSGT00390000011856
ENSMUSG00000041939	ENSDARG00000004130	ENSGT00390000011860
ENSMUSG00000002015	ENSDARG00000044972	ENSGT00390000011863
ENSMUSG00000021996	ENSDARG00000019496	ENSGT00390000011864
ENSMUSG00000006818	ENSDARG00000042644	ENSGT00390000011877
ENSMUSG00000022022	ENSDARG00000033579	ENSGT00390000011879
ENSMUSG00000019774	ENSDARG00000060005	ENSGT00390000011879
ENSMUSG00000018068	ENSDARG00000069085	ENSGT00390000011888
ENSMUSG00000021120	ENSDARG00000038348	ENSGT00390000011890
ENSMUSG00000043909	ENSDARG00000079000	ENSGT00390000011891
ENSMUSG00000023921	ENSDARG00000060554	ENSGT00390000011892
ENSMUSG00000021391	ENSDARG00000044135	ENSGT00390000011897
ENSMUSG00000066637	ENSDARG00000069241	ENSGT00390000011905
ENSMUSG00000029161	ENSDARG00000075444	ENSGT00390000011906
ENSMUSG00000032350	ENSDARG00000013095	ENSGT00390000011908
ENSMUSG00000022337	ENSDARG00000003308	ENSGT00390000011922
ENSMUSG00000031684	ENSDARG00000019478	ENSGT00390000011932
ENSMUSG00000046182	ENSDARG00000037390	ENSGT00390000011933
ENSMUSG00000020921	ENSDARG00000077500	ENSGT00390000011938
ENSMUSG00000035642	ENSDARG00000028435	ENSGT00390000011958
ENSMUSG00000038204	ENSDARG00000071419	ENSGT00390000011960
ENSMUSG00000042607	ENSDARG00000034988	ENSGT00390000011960
ENSMUSG00000050737	ENSDARG00000020136	ENSGT00390000011980
ENSMUSG00000037103	ENSDARG00000077790	ENSGT00390000011987
ENSMUSG00000020770	ENSDARG00000000935	ENSGT00390000012005
ENSMUSG00000007877	ENSDARG00000007344	ENSGT00390000012014
ENSMUSG00000031232	ENSDARG00000058062	ENSGT00390000012030
ENSMUSG00000020405	ENSDARG00000044566	ENSGT00390000012034
ENSMUSG00000031979	ENSDARG00000004037	ENSGT00390000012040
ENSMUSG00000028322	ENSDARG00000029187	ENSGT00390000012042
ENSMUSG00000040659	ENSDARG00000055759	ENSGT00390000012058
ENSMUSG00000026255	ENSDARG00000043446	ENSGT00390000012058
ENSMUSG00000007867	ENSDARG00000087273	ENSGT00390000012060
ENSMUSG00000035413	ENSDARG00000059743	ENSGT00390000012062
ENSMUSG00000022109	ENSDARG00000041503	ENSGT00390000012063
ENSMUSG00000025512	ENSDARG00000069673	ENSGT00390000012069
ENSMUSG00000020454	ENSDARG00000016177	ENSGT00390000012071
ENSMUSG00000003813	ENSDARG00000020001	ENSGT00390000012078
ENSMUSG00000052798	ENSDARG00000016010	ENSGT00390000012080
ENSMUSG00000004096	ENSDARG00000013382	ENSGT00390000012084
ENSMUSG00000038009	ENSDARG00000037067	ENSGT00390000012136
ENSMUSG00000058600	ENSDARG00000035871	ENSGT00390000012138
ENSMUSG00000041241	ENSDARG00000052527	ENSGT00390000012141
ENSMUSG00000026623	ENSDARG00000013542	ENSGT00390000012157
ENSMUSG00000045237	ENSDARG00000044480	ENSGT00390000012182
ENSMUSG00000020803	ENSDARG00000058079	ENSGT00390000012195
ENSMUSG00000036202	ENSDARG00000062650	ENSGT00390000012204
ENSMUSG00000026799	ENSDARG00000009681	ENSGT00390000012207
ENSMUSG00000024306	ENSDARG00000090429	ENSGT00390000012215
ENSMUSG00000035614	ENSDARG00000039197	ENSGT00390000012217
ENSMUSG00000025047	ENSDARG00000052480	ENSGT00390000012228
ENSMUSG00000036580	ENSDARG00000061211	ENSGT00390000012235
ENSMUSG00000028298	ENSDARG00000040479	ENSGT00390000012242
ENSMUSG00000052584	ENSDARG00000094003	ENSGT00390000012245
ENSMUSG00000044966	ENSDARG00000086184	ENSGT00390000012248
ENSMUSG00000063430	ENSDARG00000061819	ENSGT00390000012250
ENSMUSG00000032869	ENSDARG00000022652	ENSGT00390000012257
ENSMUSG00000036155	ENSDARG00000071506	ENSGT00390000012263
ENSMUSG00000050786	ENSDARG00000062695	ENSGT00390000012263
ENSMUSG00000041203	ENSDARG00000087146	ENSGT00390000012267
ENSMUSG00000049396	ENSDARG00000041252	ENSGT00390000012296
ENSMUSG00000056586	ENSDARG00000055973	ENSGT00390000012305
ENSMUSG00000063935	ENSDARG00000019706	ENSGT00390000012305
ENSMUSG00000026966	ENSDARG00000077070	ENSGT00390000012318
ENSMUSG00000060152	ENSDARG00000053452	ENSGT00390000012331
ENSMUSG00000027229	ENSDARG00000039477	ENSGT00390000012336
ENSMUSG00000006585	ENSDARG00000051854	ENSGT00390000012337
ENSMUSG00000017286	ENSDARG00000042509	ENSGT00390000012340
ENSMUSG00000038280	ENSDARG00000069808	ENSGT00390000012341
ENSMUSG00000037325	ENSDARG00000059911	ENSGT00390000012346
ENSMUSG00000027132	ENSDARG00000042522	ENSGT00390000012351
ENSMUSG00000049097	ENSDARG00000076719	ENSGT00390000012355
ENSMUSG00000047606	ENSDARG00000093286	ENSGT00390000012355
ENSMUSG00000078786	ENSDARG00000039513	ENSGT00390000012368
ENSMUSG00000047227	ENSDARG00000076937	ENSGT00390000012377
ENSMUSG00000028948	ENSDARG00000077751	ENSGT00390000012406
ENSMUSG00000046753	ENSDARG00000017771	ENSGT00390000012411
ENSMUSG00000056941	ENSDARG00000036784	ENSGT00390000012419
ENSMUSG00000025102	ENSDARG00000097310	ENSGT00390000012420
ENSMUSG00000047675	ENSDARG00000057368	ENSGT00390000012433
ENSMUSG00000020974	ENSDARG00000038664	ENSGT00390000012435
ENSMUSG00000047719	ENSDARG00000013009	ENSGT00390000012439
ENSMUSG00000026974	ENSDARG00000006686	ENSGT00390000012479
ENSMUSG00000007721	ENSDARG00000043502	ENSGT00390000012482
ENSMUSG00000042502	ENSDARG00000027357	ENSGT00390000012483
ENSMUSG00000029202	ENSDARG00000055022	ENSGT00390000012488
ENSMUSG00000029009	ENSDARG00000053087	ENSGT00390000012490
ENSMUSG00000027304	ENSDARG00000008947	ENSGT00390000012493
ENSMUSG00000031827	ENSDARG00000026829	ENSGT00390000012498
ENSMUSG00000071112	ENSDARG00000056859	ENSGT00390000012501
ENSMUSG00000078762	ENSDARG00000019156	ENSGT00390000012508
ENSMUSG00000019806	ENSDARG00000007171	ENSGT00390000012526
ENSMUSG00000058022	ENSDARG00000086114	ENSGT00390000012526
ENSMUSG00000031657	ENSDARG00000036076	ENSGT00390000012529
ENSMUSG00000025950	ENSDARG00000025375	ENSGT00390000012547
ENSMUSG00000025227	ENSDARG00000009214	ENSGT00390000012548
ENSMUSG00000030877	ENSDARG00000052300	ENSGT00390000012548
ENSMUSG00000029179	ENSDARG00000018810	ENSGT00390000012556
ENSMUSG00000032864	ENSDARG00000052121	ENSGT00390000012559
ENSMUSG00000020547	ENSDARG00000035918	ENSGT00390000012561
ENSMUSG00000006010	ENSDARG00000042671	ENSGT00390000012568
ENSMUSG00000054405	ENSDARG00000059373	ENSGT00390000012569
ENSMUSG00000033948	ENSDARG00000055900	ENSGT00390000012572
ENSMUSG00000032846	ENSDARG00000041129	ENSGT00390000012572
ENSMUSG00000032251	ENSDARG00000036903	ENSGT00390000012588
ENSMUSG00000036820	ENSDARG00000021293	ENSGT00390000012605
ENSMUSG00000031731	ENSDARG00000012294	ENSGT00390000012618
ENSMUSG00000063172	ENSDARG00000067777	ENSGT00390000012620
ENSMUSG00000045665	ENSDARG00000015997	ENSGT00390000012629
ENSMUSG00000036309	ENSDARG00000003151	ENSGT00390000012652
ENSMUSG00000028345	ENSDARG00000055885	ENSGT00390000012654
ENSMUSG00000031314	ENSDARG00000035330	ENSGT00390000012659
ENSMUSG00000013465	ENSDARG00000035505	ENSGT00390000012665
ENSMUSG00000035572	ENSDARG00000029600	ENSGT00390000012666
ENSMUSG00000018882	ENSDARG00000044942	ENSGT00390000012679
ENSMUSG00000021256	ENSDARG00000092716	ENSGT00390000012703
ENSMUSG00000037568	ENSDARG00000007774	ENSGT00390000012703
ENSMUSG00000020696	ENSDARG00000042833	ENSGT00390000012719
ENSMUSG00000053253	ENSDARG00000033928	ENSGT00390000012721
ENSMUSG00000041966	ENSDARG00000074909	ENSGT00390000012728
ENSMUSG00000022236	ENSDARG00000058370	ENSGT00390000012731
ENSMUSG00000013539	ENSDARG00000056550	ENSGT00390000012733
ENSMUSG00000029345	ENSDARG00000056932	ENSGT00390000012739
ENSMUSG00000015542	ENSDARG00000071425	ENSGT00390000012745
ENSMUSG00000041377	ENSDARG00000079824	ENSGT00390000012754
ENSMUSG00000039166	ENSDARG00000043843	ENSGT00390000012756
ENSMUSG00000028710	ENSDARG00000042799	ENSGT00390000012765
ENSMUSG00000020462	ENSDARG00000037079	ENSGT00390000012785
ENSMUSG00000065990	ENSDARG00000074985	ENSGT00390000012802
ENSMUSG00000046603	ENSDARG00000079881	ENSGT00390000012832
ENSMUSG00000061244	ENSDARG00000060323	ENSGT00390000012837
ENSMUSG00000025646	ENSDARG00000063076	ENSGT00390000012850
ENSMUSG00000031578	ENSDARG00000003527	ENSGT00390000012859
ENSMUSG00000019158	ENSDARG00000069649	ENSGT00390000012863
ENSMUSG00000039934	ENSDARG00000045481	ENSGT00390000012875
ENSMUSG00000035354	ENSDARG00000023815	ENSGT00390000012877
ENSMUSG00000039782	ENSDARG00000052604	ENSGT00390000012886
ENSMUSG00000028381	ENSDARG00000058221	ENSGT00390000012898
ENSMUSG00000067365	ENSDARG00000059150	ENSGT00390000012901
ENSMUSG00000019715	ENSDARG00000043559	ENSGT00390000012903
ENSMUSG00000075470	ENSDARG00000053917	ENSGT00390000012906
ENSMUSG00000021520	ENSDARG00000011146	ENSGT00390000012916
ENSMUSG00000020818	ENSDARG00000041250	ENSGT00390000012918
ENSMUSG00000019767	ENSDARG00000016161	ENSGT00390000012924
ENSMUSG00000040591	ENSDARG00000090616	ENSGT00390000012935
ENSMUSG00000043621	ENSDARG00000052535	ENSGT00390000012939
ENSMUSG00000020993	ENSDARG00000016463	ENSGT00390000012948
ENSMUSG00000002043	ENSDARG00000033171	ENSGT00390000012948
ENSMUSG00000030706	ENSDARG00000035167	ENSGT00390000012955
ENSMUSG00000029780	ENSDARG00000058597	ENSGT00390000012959
ENSMUSG00000001829	ENSDARG00000088463	ENSGT00390000012961
ENSMUSG00000059070	ENSDARG00000029533	ENSGT00390000012976
ENSMUSG00000020224	ENSDARG00000055360	ENSGT00390000012979
ENSMUSG00000048100	ENSDARG00000070834	ENSGT00390000012981
ENSMUSG00000047875	ENSDARG00000034975	ENSGT00390000012992
ENSMUSG00000050107	ENSDARG00000092290	ENSGT00390000013015
ENSMUSG00000026869	ENSDARG00000059046	ENSGT00390000013040
ENSMUSG00000070858	ENSDARG00000089877	ENSGT00390000013043
ENSMUSG00000032309	ENSDARG00000053505	ENSGT00390000013049
ENSMUSG00000037563	ENSDARG00000045487	ENSGT00390000013067
ENSMUSG00000033545	ENSDARG00000020475	ENSGT00390000013068
ENSMUSG00000030127	ENSDARG00000022788	ENSGT00390000013069
ENSMUSG00000044442	ENSDARG00000035776	ENSGT00390000013073
ENSMUSG00000070426	ENSDARG00000060282	ENSGT00390000013075
ENSMUSG00000029571	ENSDARG00000035949	ENSGT00390000013076
ENSMUSG00000047388	ENSDARG00000068601	ENSGT00390000013091
ENSMUSG00000020605	ENSDARG00000034222	ENSGT00390000013092
ENSMUSG00000048922	ENSDARG00000068759	ENSGT00390000013098
ENSMUSG00000035049	ENSDARG00000022410	ENSGT00390000013106
ENSMUSG00000026856	ENSDARG00000036915	ENSGT00390000013112
ENSMUSG00000058240	ENSDARG00000026902	ENSGT00390000013113
ENSMUSG00000074211	ENSDARG00000092478	ENSGT00390000013122
ENSMUSG00000022412	ENSDARG00000060991	ENSGT00390000013127
ENSMUSG00000022031	ENSDARG00000042005	ENSGT00390000013141
ENSMUSG00000029387	ENSDARG00000067560	ENSGT00390000013143
ENSMUSG00000019088	ENSDARG00000005464	ENSGT00390000013146
ENSMUSG00000041886	ENSDARG00000040717	ENSGT00390000013151
ENSMUSG00000042211	ENSDARG00000006924	ENSGT00390000013163
ENSMUSG00000054874	ENSDARG00000019501	ENSGT00390000013164
ENSMUSG00000021140	ENSDARG00000011819	ENSGT00390000013164
ENSMUSG00000034501	ENSDARG00000060785	ENSGT00390000013164
ENSMUSG00000043257	ENSDARG00000069807	ENSGT00390000013174
ENSMUSG00000068264	ENSDARG00000076755	ENSGT00390000013178
ENSMUSG00000063297	ENSDARG00000068247	ENSGT00390000013180
ENSMUSG00000007987	ENSDARG00000020822	ENSGT00390000013187
ENSMUSG00000004285	ENSDARG00000045543	ENSGT00390000013208
ENSMUSG00000031262	ENSDARG00000052565	ENSGT00390000013235
ENSMUSG00000062526	ENSDARG00000045416	ENSGT00390000013236
ENSMUSG00000029695	ENSDARG00000051816	ENSGT00390000013249
ENSMUSG00000027472	ENSDARG00000045017	ENSGT00390000013253
ENSMUSG00000036323	ENSDARG00000014139	ENSGT00390000013264
ENSMUSG00000042389	ENSDARG00000091851	ENSGT00390000013266
ENSMUSG00000018858	ENSDARG00000078835	ENSGT00390000013268
ENSMUSG00000038055	ENSDARG00000055474	ENSGT00390000013271
ENSMUSG00000061455	ENSDARG00000006869	ENSGT00390000013283
ENSMUSG00000019295	ENSDARG00000075346	ENSGT00390000013284
ENSMUSG00000035443	ENSDARG00000042659	ENSGT00390000013297
ENSMUSG00000018820	ENSDARG00000059835	ENSGT00390000013298
ENSMUSG00000022292	ENSDARG00000033367	ENSGT00390000013305
ENSMUSG00000074358	ENSDARG00000062307	ENSGT00390000013311
ENSMUSG00000039543	ENSDARG00000058508	ENSGT00390000013319
ENSMUSG00000022525	ENSDARG00000042448	ENSGT00390000013327
ENSMUSG00000031480	ENSDARG00000075273	ENSGT00390000013335
ENSMUSG00000019763	ENSDARG00000027465	ENSGT00390000013337
ENSMUSG00000010048	ENSDARG00000036811	ENSGT00390000013347
ENSMUSG00000001627	ENSDARG00000068708	ENSGT00390000013347
ENSMUSG00000023456	ENSDARG00000040988	ENSGT00390000013354
ENSMUSG00000020585	ENSDARG00000006397	ENSGT00390000013359
ENSMUSG00000031703	ENSDARG00000075584	ENSGT00390000013367
ENSMUSG00000029442	ENSDARG00000059855	ENSGT00390000013370
ENSMUSG00000058351	ENSDARG00000089921	ENSGT00390000013390
ENSMUSG00000030960	ENSDARG00000014289	ENSGT00390000013399
ENSMUSG00000039523	ENSDARG00000060361	ENSGT00390000013405
ENSMUSG00000043183	ENSDARG00000089939	ENSGT00390000013414
ENSMUSG00000031532	ENSDARG00000070452	ENSGT00390000013419
ENSMUSG00000032314	ENSDARG00000043944	ENSGT00390000013422
ENSMUSG00000051669	ENSDARG00000075345	ENSGT00390000013433
ENSMUSG00000024780	ENSDARG00000044265	ENSGT00390000013443
ENSMUSG00000037712	ENSDARG00000020242	ENSGT00390000013444
ENSMUSG00000027356	ENSDARG00000052652	ENSGT00390000013444
ENSMUSG00000022562	ENSDARG00000045123	ENSGT00390000013463
ENSMUSG00000008226	ENSDARG00000016611	ENSGT00390000013474
ENSMUSG00000020877	ENSDARG00000043497	ENSGT00390000013474
ENSMUSG00000025933	ENSDARG00000095157	ENSGT00390000013475
ENSMUSG00000038533	ENSDARG00000074337	ENSGT00390000013479
ENSMUSG00000058886	ENSDARG00000088844	ENSGT00390000013479
ENSMUSG00000037580	ENSDARG00000070453	ENSGT00390000013481
ENSMUSG00000045106	ENSDARG00000093805	ENSGT00390000013482
ENSMUSG00000022407	ENSDARG00000017049	ENSGT00390000013486
ENSMUSG00000034813	ENSDARG00000015053	ENSGT00390000013494
ENSMUSG00000075593	ENSDARG00000079712	ENSGT00390000013505
ENSMUSG00000027742	ENSDARG00000012336	ENSGT00390000013518
ENSMUSG00000045140	ENSDARG00000079244	ENSGT00390000013520
ENSMUSG00000029155	ENSDARG00000052343	ENSGT00390000013532
ENSMUSG00000036339	ENSDARG00000076362	ENSGT00390000013544
ENSMUSG00000026650	ENSDARG00000045705	ENSGT00390000013550
ENSMUSG00000020888	ENSDARG00000056184	ENSGT00390000013552
ENSMUSG00000018861	ENSDARG00000089369	ENSGT00390000013574
ENSMUSG00000004931	ENSDARG00000090675	ENSGT00390000013578
ENSMUSG00000089832	ENSDARG00000061005	ENSGT00390000013581
ENSMUSG00000042138	ENSDARG00000079474	ENSGT00390000013593
ENSMUSG00000028833	ENSDARG00000079870	ENSGT00390000013601
ENSMUSG00000040621	ENSDARG00000053496	ENSGT00390000013608
ENSMUSG00000026414	ENSDARG00000032242	ENSGT00390000013611
ENSMUSG00000023074	ENSDARG00000028614	ENSGT00390000013613
ENSMUSG00000034826	ENSDARG00000045348	ENSGT00390000013620
ENSMUSG00000050217	ENSDARG00000007715	ENSGT00390000013639
ENSMUSG00000051413	ENSDARG00000076657	ENSGT00390000013640
ENSMUSG00000003282	ENSDARG00000051926	ENSGT00390000013640
ENSMUSG00000030876	ENSDARG00000060001	ENSGT00390000013648
ENSMUSG00000020641	ENSDARG00000004952	ENSGT00390000013670
ENSMUSG00000071202	ENSDARG00000030095	ENSGT00390000013678
ENSMUSG00000044034	ENSDARG00000078828	ENSGT00390000013683
ENSMUSG00000051427	ENSDARG00000056279	ENSGT00390000013684
ENSMUSG00000032400	ENSDARG00000057100	ENSGT00390000013696
ENSMUSG00000069670	ENSDARG00000069427	ENSGT00390000013699
ENSMUSG00000078532	ENSDARG00000006859	ENSGT00390000013699
ENSMUSG00000022024	ENSDARG00000020608	ENSGT00390000013700
ENSMUSG00000034175	ENSDARG00000079816	ENSGT00390000013711
ENSMUSG00000033751	ENSDARG00000039338	ENSGT00390000013719
ENSMUSG00000036977	ENSDARG00000090152	ENSGT00390000013722
ENSMUSG00000029020	ENSDARG00000079504	ENSGT00390000013727
ENSMUSG00000031387	ENSDARG00000008931	ENSGT00390000013740
ENSMUSG00000042050	ENSDARG00000076934	ENSGT00390000013743
ENSMUSG00000025521	ENSDARG00000037484	ENSGT00390000013749
ENSMUSG00000027610	ENSDARG00000037706	ENSGT00390000013764
ENSMUSG00000026889	ENSDARG00000044255	ENSGT00390000013765
ENSMUSG00000008658	ENSDARG00000014746	ENSGT00390000013767
ENSMUSG00000055041	ENSDARG00000029660	ENSGT00390000013770
ENSMUSG00000022940	ENSDARG00000038805	ENSGT00390000013771
ENSMUSG00000034274	ENSDARG00000038290	ENSGT00390000013777
ENSMUSG00000040729	ENSDARG00000068398	ENSGT00390000013786
ENSMUSG00000022070	ENSDARG00000042688	ENSGT00390000013790
ENSMUSG00000003039	ENSDARG00000042660	ENSGT00390000013811
ENSMUSG00000060121	ENSDARG00000015638	ENSGT00390000013814
ENSMUSG00000036955	ENSDARG00000062053	ENSGT00390000013819
ENSMUSG00000022014	ENSDARG00000094578	ENSGT00390000013820
ENSMUSG00000021900	ENSDARG00000006926	ENSGT00390000013823
ENSMUSG00000068663	ENSDARG00000038094	ENSGT00390000013826
ENSMUSG00000021764	ENSDARG00000052840	ENSGT00390000013835
ENSMUSG00000020091	ENSDARG00000031819	ENSGT00390000013843
ENSMUSG00000031490	ENSDARG00000043608	ENSGT00390000013843
ENSMUSG00000001864	ENSDARG00000009336	ENSGT00390000013846
ENSMUSG00000022296	ENSDARG00000089549	ENSGT00390000013853
ENSMUSG00000043289	ENSDARG00000043912	ENSGT00390000013856
